SAMPN,PERNO,origin,destination
1968308,2,65290337,65315836
1968463,1,612595667,65543331
1968955,1,110407952,368396833
1968955,2,110407952,65293779
1969045,1,56072199,56102906
1969045,2,56072199,4885873167
1969244,2,110421056,110414854
1969266,2,258401695,65556675
1969321,1,55968714,55952066
1969505,1,62413059,55952066
1969737,2,4833663747,728775817
1969737,3,4833663747,721673623
1969737,4,4833663747,53074427
1969818,1,110380914,3608335006
1969927,2,65298136,323689411
1969927,3,65298136,1704960350
1970637,1,65405507,449081439
1970637,3,65405507,65437801
1970637,4,65405507,291659148
1970926,1,65402839,65417055
1970926,2,65402839,4061762656
1971000,3,65456764,3707648834
1971030,1,879989954,65303529
1971106,1,55952094,65295281
1971209,2,314131004,65305454
1971209,3,314131004,65617624
1971236,1,368395761,1723738998
1971236,4,368395761,110410238
1971814,1,4925726329,56026333
1972484,2,1741155872,53027002
1973072,2,110415822,110418261
1973274,1,65320199,65295361
1973435,3,62221870,62385141
1973648,3,62447647,472347413
1973695,2,339258771,1080268604
1973832,2,65484078,5307127214
1973966,1,1212611023,2389164241
1974051,2,2913774462,65562385
1974571,1,56108749,56080182
1974571,2,56108749,56114119
1974691,2,62501674,62466943
1974789,1,1055324498,110405638
1974828,1,62298012,62298012
1974828,2,62298012,62240475
1974928,1,4176821259,65553293
1974928,2,4176821259,666161176
1974933,1,300787123,56023273
1974956,1,57813593,5271286356
1974999,1,286648481,3548898942
1974999,2,286648481,261624739
1975217,1,65471188,517807889
1975233,2,282390548,65315504
1975269,1,1641457003,56070865
1975269,2,1641457003,56138570
1975369,1,62403377,1861372261
1975369,2,62403377,57905720
1975427,1,373993039,62406568
1975531,1,2860539967,65573000
1975531,2,2860539967,287825433
1975627,1,65421463,4911620878
1975682,2,57879737,2324267644
1975682,3,57879737,4967062422
1975682,4,57879737,65308413
1976039,1,4303632064,62400986
1976261,2,56018786,354838512
1976318,3,53088482,53030189
1976422,2,53046805,577629968
1976499,1,2402038633,4911098329
1976538,3,1367580656,1511349597
1977765,2,65500241,53002300
1977970,2,65310830,56087174
1977986,2,65445260,1357865418
1978800,1,65313442,1563110148
1978800,2,65313442,1563110148
1979113,1,65440499,316559199
1979159,1,62372811,65308283
1979159,2,62372811,62428499
1979188,2,5355651557,355702238
1979365,1,56046736,300759042
1979365,2,56046736,300759042
1979462,2,56102132,56015569
1979508,1,3949402816,53002692
1979679,1,5267027290,1717346901
1979838,1,55954844,55956398
1979873,1,65374324,4962273019
1979873,2,65374324,4911358022
1980240,2,478457484,314070873
1980612,1,65493275,65434199
1980648,2,270661889,30033768
1980648,3,270661889,110373897
1981040,1,65613776,2810062257
1981064,1,3572560859,56019180
1981231,1,540171552,4619793542
1981231,2,540171552,55955248
1981329,2,56071043,4925726326
1981558,1,364201406,65403116
1981874,1,65394936,441217155
1981973,1,56063985,300786813
1981973,3,56063985,55972243
1982027,2,65457732,529142061
1982173,3,57862634,57907029
1982198,1,312135414,65433939
1982268,1,3549228421,55970572
1982268,2,3549228421,294982195
1982369,1,65431564,65416065
1982369,2,65431564,3096337771
1982495,1,419908784,3590160526
1982588,1,57871956,5241403597
1982830,1,1045223668,1715473141
1982830,2,1045223668,56087166
1982908,1,286107586,65291538
1982996,1,2486712936,62342079
1982996,2,2486712936,53082690
1983033,1,57859931,53020923
1983275,3,56108412,56024392
1983696,1,264198778,110382343
1983696,2,264198778,259987555
1983762,1,110433446,65374371
1983879,1,65484382,65523348
1983879,2,65484382,65471077
1983879,3,65484382,1079474799
1983879,4,65484382,612080892
1984025,1,65312050,65287440
1984183,1,53099580,65337375
1984427,2,3572560859,56150152
1984632,1,65428891,65308351
1984632,2,65428891,65356075
1984834,1,353029489,57822814
1984834,2,353029489,3221384028
1985161,1,65313442,53064347
1985161,2,65313442,65352417
1985228,1,65358551,65366351
1985871,2,56093620,56097863
1986000,1,249031532,2389189079
1986163,1,65400186,65395289
1986163,2,65400186,65352485
1986284,3,57799921,57799921
1986414,2,262256333,4069129336
1986414,3,262256333,53096046
1986829,1,56013903,56005958
1986829,2,56013903,351117437
1986829,4,56013903,56113430
1987009,1,1869147070,65459874
1987009,2,1869147070,65546811
1987093,1,65474632,65459895
1987214,1,56055291,55950053
1987214,2,56055291,55951810
1987214,3,56055291,55950118
1987242,2,627287148,65319923
1987589,1,261859257,65431248
1987589,2,261859257,65494772
1987850,1,65408215,65403117
1987850,2,65408215,1428448468
1987910,2,437194911,258750842
1987910,3,437194911,65448135
1988769,2,276549440,265666762
1988922,1,57808614,262105569
1989043,1,3292802531,55970766
1989043,2,3292802531,55960346
1989136,1,258965618,65306840
1989138,2,370757155,1071749777
1989459,2,1045223668,56070916
1989540,3,65391671,461484022
1989577,1,1101343773,65431573
1990146,1,462009679,57893976
1990215,1,56102919,56019180
1990215,2,56102919,56080182
1990271,3,62434127,95712995
1990422,1,56133418,3292802545
1990422,2,56133418,55955702
1990614,2,65369932,1706628624
1990785,2,65415646,270661943
1991029,1,60434683,65537925
1991080,1,56031926,55989978
1991376,1,456683809,2321976779
1991376,2,456683809,3222635258
1991389,1,1958543076,1024384024
1991389,2,1958543076,110402653
1991391,1,56055252,110355964
1991473,1,662761996,3966968503
1991496,1,636067460,4724558266
1991693,1,56093652,667475248
1991693,2,56093652,56132852
1991761,2,484173364,2482611834
1992177,1,3229385940,257395601
1992189,1,65415604,65441851
1992189,2,65415604,65441851
1992213,1,57808625,57931235
1992213,2,57808625,2389134462
1992398,1,65469207,5050097917
1992398,2,65469207,314481557
1992966,1,368396008,1201384590
1992966,2,368396008,110395313
1993019,2,5241403951,3244767454
1993187,2,625649469,65317532
1993381,2,4923141860,2393501814
1993381,3,4923141860,4923141860
1993932,1,56058847,55950118
1994068,2,110383593,56069721
1994200,1,56078322,56023273
1994200,2,56078322,56080182
1994222,1,57818318,57822454
1994421,1,456983978,338840749
1994421,2,456983978,65493342
1994548,2,65482133,65412495
1995124,1,1080268604,56026638
1995231,3,56101418,55955705
1995266,1,53037416,57827935
1995279,1,370757156,310963360
1995279,2,370757156,65421721
1995585,1,353233537,57880161
1995830,1,56109919,55960841
1995975,1,297177323,239637816
1995975,2,297177323,65580390
1996165,1,55957556,4588500451
1996296,1,65607466,65471417
1996477,1,55966952,55952085
1996507,1,4022941221,461443503
1996507,2,4022941221,65334193
1996550,2,65469162,3096337771
1996744,1,110355671,54891483
1996810,1,56080182,55960841
1996810,2,56080182,56146393
1996884,1,326044855,56113459
1997250,1,1712572378,65315504
1997446,1,1110820053,65381219
1997446,2,1110820053,280836272
1997529,1,65422427,65458536
1997529,2,65422427,65432862
1997768,1,57832880,1673022756
1998286,1,3293802595,56042073
1998300,1,62464547,62441059
1998300,4,62464547,62447707
1998300,5,62464547,62447707
1998312,1,297686403,289651749
1998312,2,297686403,65550667
1998407,2,110386007,2469206819
1998559,1,4604984790,65295289
1998559,2,4604984790,5303704116
1998704,1,62408164,62436682
1998704,3,62408164,62204037
1999394,1,65496789,5049963582
1999394,2,65496789,65431394
1999394,3,65496789,65495774
1999732,2,62388303,62510657
1999732,3,62388303,62437138
2000286,1,5175613633,53077626
2000307,2,65465086,65431573
2000400,1,56039133,110430383
2000478,1,57848803,57893976
2001020,1,56157063,53146022
2001040,1,56073634,56146393
2001040,2,56073634,56019180
2001040,3,56073634,3292802494
2001123,1,65469483,343588500
2001123,2,65469483,65352485
2001499,1,110388116,35833153
2001537,2,62381814,65421463
2001724,1,1506099779,258966218
2001727,2,4115046526,56018811
2001921,1,198447514,430022312
2001921,2,198447514,65300052
2002018,1,56060479,56108741
2002107,2,65551819,65510124
2002280,1,3968670365,5334821587
2002551,1,62524983,62434804
2002551,2,62524983,62444647
2002648,2,257876193,110396167
2002859,1,272149006,65328690
2002937,1,56031956,56124776
2002937,2,56031956,56031926
2003127,1,1987609377,1316803298
2003127,4,1987609377,57816934
2003323,1,1068121510,26850030
2003336,1,3969097203,65314241
2003382,2,65637145,65628424
2003403,1,110454155,65296818
2003721,1,62351301,62433756
2004163,1,65434954,1083003543
2004424,1,4554795717,62428358
2004503,1,65474984,4178745874
2004526,1,65431512,1615026949
2004574,1,65464709,304896655
2004574,2,65464709,65300043
2004785,1,418957026,4593108203
2004863,1,5376621500,289649406
2004863,2,5376621500,93412379
2004976,1,65342266,65373465
2005124,1,65287373,3995343778
2005124,2,65287373,65392810
2005237,1,2591083016,56168667
2006421,1,3196064991,65295281
2006434,1,57889082,1895824101
2006434,2,57889082,65317030
2006557,1,57928878,57867267
2006557,2,57928878,57867267
2007128,1,4554795717,4514800361
2007128,2,4554795717,53127645
2007237,2,56033376,56010170
2007441,2,56019155,56026333
2008196,1,2147409212,2494527789
2008734,1,56100446,56018944
2008734,2,56100446,1596967591
2008734,3,56100446,56018944
2008801,1,253259610,541332292
2009239,1,65464709,65434932
2009239,2,65464709,542900781
2009267,1,469058151,65565191
2009414,1,110432520,110432555
2009457,1,2480568009,53043850
2009457,2,2480568009,57927367
2009805,1,65537470,257949109
2009981,1,56123418,1045419575
2010381,1,65333814,65317956
2010524,1,65421463,65381925
2010685,1,57854754,57854754
2010685,2,57854754,462275296
2010685,3,57854754,53082517
2010754,1,55983968,55969402
2010754,2,55983968,55950500
2010799,1,55952094,56082129
2010799,2,55952094,4630201064
2011180,2,62264664,5278977347
2011246,1,53048989,65590604
2011544,1,56080242,56131641
2011544,2,56080242,1045419537
2011720,1,62507222,257532281
2011785,1,345569782,4017324918
2011785,2,345569782,270661533
2011886,1,55964191,55957556
2012191,2,65388934,65492504
2012557,1,56116419,1080268604
2012557,2,56116419,55953236
2012943,1,110356367,65303732
2012943,2,110356367,2583215461
2012943,3,110356367,1596967611
2012943,5,110356367,2807231412
2013008,1,56106937,4499960686
2013008,2,56106937,55986651
2013266,1,53089120,240448958
2013331,1,53125747,53059965
2013442,1,4000200250,65464858
2013472,1,392976442,4899810708
2013804,1,53086983,4069129299
2013827,1,53017127,5371801737
2013827,2,53017127,4454452660
2013936,1,53122219,766216924
2013968,1,1086960546,760171332
2014183,1,1806856472,431959344
2014183,2,1806856472,3987797737
2014238,1,5019238016,53098274
2014396,1,4177025546,65303500
2014599,1,53127242,3222923257
2014599,2,53127242,65334111
2014948,1,53096024,240448890
2015025,1,53080217,53048389
2015025,2,53080217,3661015372
2015280,1,3998115410,65315836
2015280,2,3998115410,65319911
2015367,1,240471171,462036035
2015367,2,240471171,53080628
2015371,2,53113956,65317532
2015371,3,53113956,53020968
2019292,1,414266985,53096863
2019404,1,65308495,57845683
2019518,1,57898969,65308413
2019518,4,57898969,57814033
2019713,3,2565675294,4932498735
2019976,1,57862589,610812071
2020057,2,1827192886,57822454
2020299,1,57813545,348062211
2020886,1,3224264240,57927115
2020886,2,3224264240,348552121
2020889,1,5357346154,65305815
2021002,1,625648805,5243955958
2021002,2,625648805,5243955958
2021002,3,625648805,554075195
2021009,1,57862191,65336474
2021256,1,57877139,57867271
2021256,2,57877139,62401075
2021256,3,57877139,53043850
2021375,1,57827888,441217155
2021490,1,262105565,53020933
2021490,2,262105565,53077118
2021547,1,57808625,53146091
2022046,1,1804181947,1003261749
2022046,2,1804181947,53099283
2022067,1,57844341,5043865993
2022086,1,57928838,53055202
2022086,2,57928838,2327822491
2022134,1,57829201,3971797679
2022134,2,57829201,57847096
2022431,1,1699639553,5243955958
2022648,1,57811305,65308413
2022648,2,57811305,65319968
2022720,1,57929106,5021057500
2022720,3,57929106,2482015169
2022720,4,57929106,4749884979
2022827,1,349252578,65350747
2022827,2,349252578,5307630171
2023097,1,57792700,57827054
2023110,1,1698921038,53036050
2023645,1,57827961,4884169333
2024088,1,57818408,1417635713
2024088,2,57818408,1417635713
2024103,1,57816017,2607428850
2024273,1,348419319,65307359
2024417,1,57813593,564721352
2024493,2,57832735,57841273
2024494,1,57846904,65307359
2024494,2,57846904,53077110
2024498,1,3180480692,258467576
2025090,2,240513244,2389189079
2025090,3,240513244,678295796
2025270,1,5032809173,4176723825
2025270,2,5032809173,53070334
2120309,1,110402374,506409908
2120464,1,2838230202,2345089833
2120464,2,2838230202,110421216
2120735,1,110364912,65295289
2120738,1,110388269,110432555
2120815,1,2868546186,56129486
2120836,1,2868546185,65325032
2120851,2,110408123,57835966
2120881,2,345569782,110373692
2120897,1,345569782,4890740815
2120966,1,1031699336,270661889
2121029,1,4886740859,415194042
2121029,2,4886740859,65333972
2121651,1,368396833,1024389496
2121651,2,368396833,65308413
2121960,1,110420607,345571596
2122181,1,110422130,2804948083
2122181,2,110422130,65329980
2122496,1,345571129,1511349597
2122541,1,110461861,56005958
2122655,1,110432520,65363153
2123489,1,65585470,26028753
2138614,1,2174833752,65319923
2138817,1,55957931,53090334
2138817,2,55957931,53090334
2138817,5,55957931,56125787
2138817,6,55957931,56010367
2138954,1,2889572573,4588500422
2138954,2,2889572573,4588500422
2139136,1,55953447,1017940143
2139926,1,287109584,62380031
2140600,1,55962593,55959873
2140600,2,55962593,55959641
2179962,1,65465086,65449632
2201634,1,65314345,65366351
2201634,2,65314345,65295355
2201678,1,65363166,257059495
2201708,1,353696607,5042757122
2201708,2,353696607,193200416
2201714,1,65339089,65305819
2201852,1,258965488,65295279
2201868,1,65324419,65533830
2201912,1,259394878,1723738865
2201912,2,259394878,65492504
2201952,1,65293779,1389213971
2201952,2,65293779,280836272
2201957,1,65319949,65303495
2202050,1,65333936,463052554
2202072,1,65295332,258968243
2202072,2,65295332,53077626
2202074,1,65337421,53104575
2202418,1,258886222,65306787
2202497,1,65324849,53046721
2202497,2,65324849,258968244
2202525,1,65322310,65300043
2202575,1,258967880,65359314
2202600,1,65311343,65307757
2202611,1,65312050,53080628
2202611,2,65312050,65317532
2202754,1,1712572378,65308413
2202754,2,1712572378,53077127
2202875,1,65317406,65327408
2203100,1,4019294259,65312050
2203100,2,4019294259,110395926
2203197,1,313880558,53117353
2203197,2,313880558,258757618
2203381,1,65339258,65429128
2203381,2,65339258,65305817
2203391,1,65295420,53077110
2203501,1,65287319,4022970340
2203666,1,65309555,4061806119
2203695,1,295506085,65300085
2203695,2,295506085,4165593360
2203695,3,295506085,4165593360
2203711,1,258757428,65518082
2204109,1,258958977,65317030
2204109,2,258958977,65305817
2204110,1,4353687912,65300097
2204110,2,4353687912,297163806
2204161,1,5189177969,65319911
2204161,2,5189177969,65308182
2204161,3,5189177969,258756003
2204161,4,5189177969,65308182
2204184,1,65369932,552853360
2204184,2,65369932,65577125
2204247,2,65298136,65325032
2204289,1,1614214651,65308278
2204408,2,65326716,3799894250
2225713,1,65367771,65303529
2225713,2,65367771,65293779
2225855,2,2278915690,65499139
2226342,2,65459876,65299949
2226384,1,65394717,264179586
2226384,2,65394717,65314180
2226478,2,1438149609,65386725
2226734,2,1157484089,65310795
2226734,3,1157484089,65280473
2226928,1,65451973,65338304
2226928,2,65451973,65402645
2227129,1,65423908,65290291
2227257,2,65423983,65295289
2227257,3,65423983,65327403
2227309,1,5185500574,65290291
2227309,2,5185500574,65352454
2227325,1,307624825,65350747
2227325,2,307624825,4017324918
2227498,1,65415464,615115440
2227499,1,65425948,65477484
2227536,1,666065843,401419782
2227913,1,65393966,809530572
2227913,2,65393966,262921586
2227918,1,256892784,65470772
2227918,2,256892784,65496777
2227954,1,65403084,272296807
2227954,2,65403084,272296807
2228028,1,65494409,315027141
2228028,2,65494409,272296807
2228277,1,728180246,615115441
2228452,1,65415719,430047390
2228569,1,258294337,65473412
2228569,2,258294337,65295281
2228699,1,4178835837,65367140
2228699,2,4178835837,65367140
2228699,3,4178835837,30677894
2228789,1,541334290,552853367
2228789,2,541334290,415168410
2229139,1,65481441,5049963582
2229139,2,65481441,65434199
2229194,1,364201406,347630658
2229194,2,364201406,347630658
2229219,2,65399829,65403109
2229255,1,831554662,428765474
2229399,1,449081464,65466275
2229399,2,449081464,65445384
2229464,1,541325604,65512062
2229908,1,297165214,65465078
2229908,2,297165214,65465078
2230268,1,65421463,65427925
2230482,1,65441278,297253755
2230482,2,65441278,399566424
2231263,1,65470765,297832154
2231832,2,65370200,65550667
2231974,1,65473643,53092590
2232422,2,771143525,65473529
2232461,1,2278881232,3997934614
2232461,2,2278881232,65499139
2232719,1,257177899,258392738
2232753,1,415190811,65467604
2232765,1,65388464,65395289
2232765,2,65388464,65471080
2232877,1,614140923,522277389
2238768,1,65642761,2424933569
2238768,2,65642761,65425050
2239007,1,65424584,212649759
2239086,1,726963288,1813403924
2239162,1,331742839,65426691
2239342,1,65515341,1813403924
2239342,2,65515341,65537498
2239382,2,4876258727,65480019
2239385,1,65449665,1079589724
2239477,1,65449665,65474201
2239536,2,65572286,65673189
2239728,1,667229006,239637816
2239744,1,4167747547,65518445
2239822,1,189800566,65556603
2239822,2,189800566,338840916
2239969,1,65495691,760171332
2239969,2,65495691,2389189079
2240431,1,65592042,262245373
2240464,2,65493351,65510124
2240492,1,65500363,65466435
2240620,1,65641417,522277438
2240704,1,3712473851,1071749777
2240704,2,3712473851,323689411
2240800,1,65428215,1970895527
2240994,1,65450940,1071749777
2240994,2,65450940,65455173
2241147,1,310961963,3614216343
2241284,1,65452981,65514295
2241284,2,65452981,65577947
2241355,1,65452981,5225640586
2241355,2,65452981,65449632
2241612,1,4548715078,65510124
2241726,1,65543290,65573000
2241844,1,2404194150,2328487015
2241844,2,2404194150,239637816
2241936,1,65636592,3652272982
2241936,2,65636592,447940142
2241982,1,65452806,65585470
2242167,1,65457278,65500269
2242167,2,65457278,301503417
2242206,1,3236902562,2057287663
2242206,2,3236902562,121128074
2242236,1,65609953,65470162
2242236,2,65609953,2474962563
2242812,1,65398613,576919687
2242812,2,65398613,2510574550
2242838,2,259997530,65415943
2243183,1,65606395,187607577
2243183,2,65606395,65523126
2243505,1,65399429,312121518
2243505,2,65399429,5014084173
2243827,1,65422120,57835966
2243827,2,65422120,744465732
2243972,1,65434808,652373719
2244321,1,3678132169,65472755
2244700,2,4800660961,2299911487
2244864,1,65564849,686401801
2245126,1,1081488830,65502869
2245486,1,65546940,2161641927
2245751,1,257939924,760180038
2245911,1,412696696,301503404
2245911,2,412696696,65459952
2253923,1,62469082,1693949117
2253923,2,62469082,1693949117
2254056,2,62394549,62318210
2254256,1,62427891,249055797
2254256,2,62427891,249055797
2254492,1,62487220,4588500451
2254492,2,62487220,62461550
2254677,3,62243109,62487325
2254677,4,62243109,5376890439
2254924,1,62487180,62441059
2254943,1,62408998,5243955958
2255154,1,3710123966,62388372
2255154,3,3710123966,57931235
2255226,2,62463258,356071782
2255433,1,4374566836,110418167
2255433,3,4374566836,62303760
2255433,4,4374566836,4588500440
2256415,1,62449881,257876432
2256415,2,62449881,110355964
2256662,1,62525772,65364384
2256820,1,696456446,62444647
2256820,2,696456446,62413959
2256825,1,62385141,1357372920
2256904,1,62459745,62445668
2256904,2,62459745,62381320
2256904,3,62459745,62406724
2257216,1,62433756,55956398
2257227,1,447642826,62434804
2257227,2,447642826,62447532
2257300,2,62433801,55986651
2257681,1,683054647,358391108
2258254,2,56060479,56102891
2258542,1,56119445,110355964
2258542,2,56119445,56026695
2258542,3,56119445,56026753
2258636,2,56068501,56041668
2258654,1,3878996774,1723739123
2258854,1,56027258,53069744
2258854,2,56027258,407087343
2258866,1,56068501,65307366
2259284,1,349909682,56019180
2259284,2,349909682,65314241
2259385,1,56034775,65295281
2259385,2,56034775,65312706
2259514,1,56080213,345571596
2259588,1,1080268604,1045419575
2259665,1,356608214,2507798695
2259665,2,356608214,56068685
2259847,1,56080213,55969408
2259847,2,56080213,55969408
2260006,1,56042046,354852517
2260089,1,56116915,339258728
2260089,2,56116915,110355319
2260709,1,3782546927,56150152
2260709,2,3782546927,56018786
2261150,1,56110141,56110141
2261479,1,56061630,56150152
2261875,1,56152233,263620389
2261958,1,55975985,1683572045
2262205,1,56089431,56080213
2262248,1,56130978,56097890
2262435,1,56037148,56152135
2262971,1,56120101,56087150
2262971,2,56120101,56113459
2263212,1,2847391936,56097863
2263212,2,2847391936,56102891
2263212,3,2847391936,56075821
2264181,2,56021280,4503374193
2296514,1,3036383471,65306787
2296514,2,3036383471,461484022
2296983,1,53098236,239617025
2297505,1,53025712,65393966
2297505,2,53025712,2393501814
2299304,1,3379139709,2069326228
2299304,2,3379139709,469058151
2299304,3,3379139709,469058151
2299842,1,53036558,239470221
2300641,1,65468873,65453315
2300641,2,65468873,2494527789
2300892,2,256011519,57813749
2301949,2,57790649,1928161726
2302136,3,55948525,65317709
2303938,1,65637805,65445384
2303938,2,65637805,65453536
2305705,1,4974652306,2389189072
2305705,2,4974652306,2389189072
2309678,1,287238475,2460760149
2310789,1,189968422,110961590
2310789,2,189968422,5278200232
2310789,3,189968422,65512062
2312265,1,558866456,2463378761
2312406,3,206093625,1541561262
2312406,4,206093625,237134303
2313018,1,65464709,260494512
2313221,2,4886740859,368396712
2315571,2,65553830,65414026
2316804,1,65390516,26581088
2316804,2,65390516,65628969
2317960,1,2075447329,65315504
2318052,1,65510617,65317532
2318367,1,65647482,2427287768
2323762,2,56142345,56089431
2324255,2,110421013,5021056579
2325206,1,2757814060,53144046
2325206,2,2757814060,259581497
2326280,1,62357387,55951810
2326929,1,65485955,261624768
2327315,1,53064333,1082915253
2327315,2,53064333,53081490
2327315,3,53064333,433970526
2327315,4,53064333,433970526
2329526,1,65303561,65550667
2329948,1,53084975,65446399
2331621,1,65471560,65619771
2331621,2,65471560,552535249
2332613,2,65554440,80624276
2332779,1,4178684196,53133400
2332779,2,4178684196,52990173
2332779,3,4178684196,2423707666
2333584,1,53050599,53116963
2333584,2,53050599,53116963
2334026,2,258756003,5014084172
2334262,1,463052554,65633249
2334744,1,53070561,243670952
2334744,3,53070561,3957306823
2335330,2,65424584,3678132176
2336390,1,5351751755,5271286356
2337959,1,3631952818,5357247213
2337959,2,3631952818,1084467154
2338810,1,57853196,1684055401
2338810,2,57853196,1834943044
2338810,3,57853196,5056520138
2340220,1,354653871,33144561
2340220,2,354653871,53099283
2347476,1,2133315391,53124036
2347476,2,2133315391,4169996309
2347526,1,259982043,65649886
2347770,1,65621712,65531993
2349312,1,53086921,2389189072
2351609,1,55973477,55950053
2352441,1,315412805,65620127
2352460,1,53086984,2515877981
2352460,2,53086984,2515877981
2352830,2,110402653,110417324
2354538,2,56021782,56087174
2357169,1,297253755,2089641167
2357169,2,297253755,65290217
2363225,2,65479039,65459952
2363548,1,53062524,806195766
2363548,2,53062524,65502848
2364028,3,716011153,53123990
2364473,1,65587534,281362175
2364520,1,65425948,2282623216
2364520,2,65425948,2282623216
2365385,1,65497678,65445718
2365385,2,65497678,65526851
2365385,3,65497678,65493342
2365976,1,65584897,65496896
2368565,1,323495342,3958379221
2368565,2,323495342,65317526
2371731,3,53111435,542900781
2371884,1,53072996,65398293
2372147,1,30236408,65303529
2372147,2,30236408,65606860
2376371,1,65432238,2809108169
2376371,2,65432238,53029469
2378988,1,53065037,65287287
2381038,1,3222244795,65306795
2382321,1,678876980,1723739359
2382321,2,678876980,3219583009
2382455,2,57828589,2389189072
2383547,1,407087343,368397063
2384894,1,435862622,65339026
2384894,2,435862622,5286985985
2386558,1,65415464,1723738831
2388167,2,1972648764,3534070931
2388754,1,3572363202,2565070520
2388754,2,3572363202,62416973
2389988,1,5307630171,348064362
2389988,2,5307630171,65319923
2390246,1,65597983,431957638
2390246,2,65597983,65541148
2390963,1,65415604,53111928
2390963,2,65415604,338889005
2394746,1,289651583,1324596348
2394746,2,289651583,1182946529
2395797,4,53073193,53080628
2395961,1,2954360061,53020755
2395961,2,2954360061,667522227
2397386,2,65642745,53058104
2397665,1,603312290,4200114290
2398402,1,65439590,1781788395
2398404,1,56023140,55970572
2398422,2,65448035,65355535
2398459,1,65496789,1407985821
2398459,2,65496789,1407985821
2398890,1,65560188,65616349
2398890,2,65560188,3969040733
2400190,2,56032790,56146393
2400214,1,295570836,1317059332
2400640,1,65441524,338840749
2401113,1,65431233,65431233
2401113,2,65431233,1750879047
2401887,2,725437367,2559594483
2404197,1,2398956464,4967062446
2404197,3,2398956464,352684110
2404351,1,741675826,65325032
2404351,2,741675826,53127827
2408773,2,56042483,56071418
2411906,1,3921509240,53082889
2411906,2,3921509240,65367378
2414463,2,53047924,53116966
2416728,1,390717681,65545447
2416728,2,390717681,65465078
2417281,2,56047142,354852517
2417842,1,257883576,262921586
2417842,2,257883576,65574638
2417991,2,56082765,62416133
2417991,3,56082765,356608210
2420299,1,65332376,65358551
2420299,3,65332376,65283737
2424525,2,65445055,760123989
2425211,1,65546440,1082914789
2427033,2,290192646,65303525
2427155,2,57854754,65317030
2427828,1,5382097893,57801307
2430861,1,53133844,65533822
2430861,2,53133844,53028751
2432397,1,53085032,205905737
2432740,1,53021427,65329405
2432740,2,53021427,2278881232
2433024,1,4382597056,576921127
2433024,2,4382597056,65308413
2433269,2,56051319,4022970383
2433596,2,32784711,355702238
2434663,1,2565919540,447940142
2434804,2,348701728,57819384
2435830,1,53036558,462036035
2436985,1,2786899254,65308767
2436985,2,2786899254,65618918
2437677,1,2451197049,57833222
2437677,2,2451197049,57833222
2438305,1,57835966,53141556
2438308,1,659024496,53109210
2438308,2,659024496,121128152
2439539,1,65388464,3096337771
2439663,1,1025725633,441819072
2443193,1,4181853029,5042859957
2443911,1,65471188,65547567
2443911,2,65471188,65459933
2444003,1,53088711,519643112
2444003,3,53088711,3224499582
2444916,2,65523872,343603930
2444916,3,65523872,343603930
2449290,1,1367506037,65466013
2449297,1,65441278,65388493
2449297,2,65441278,65568467
2452183,2,65425931,65415461
2453985,1,598397226,258392738
2453985,3,598397226,65593180
2453985,4,598397226,65501389
2454289,3,65461932,1420600302
2460600,2,56110620,1972648890
2460600,3,56110620,110454155
2463400,1,307621345,53064347
2463400,2,307621345,65465078
2463916,1,57855006,240448890
2463916,2,57855006,260109567
2463916,3,57855006,53077118
2464008,2,62399005,255470858
2465169,2,790843156,1324596259
2465843,1,258241546,65317030
2465895,4,53062094,1025295466
2467195,1,65491603,395463552
2467195,2,65491603,65424250
2468764,1,600231868,4915148159
2469179,2,65471827,1750879047
2472333,1,65369025,661943225
2472535,1,53025665,766252284
2472535,2,53025665,53083145
2475130,1,53043920,57785756
2475731,1,258780713,53090142
2475731,2,258780713,95323810
2476135,1,65313442,65317532
2476157,1,65294202,3170743426
2476661,1,57854417,65568449
2476857,2,32817059,65442155
2476857,3,32817059,53027002
2476891,2,53064333,65329405
2476891,3,53064333,311199387
2477252,1,2567291485,53142813
2477470,1,2310584464,65473412
2477853,1,53082793,53055202
2478607,1,259394878,260193612
2478617,1,354187051,338171706
2478631,1,4179564117,1045419573
2479334,2,1082968328,3652090816
2479367,1,65565265,65400949
2479367,2,65565265,5290985700
2479876,1,56063985,56097863
2479876,2,56063985,1055324498
2479904,1,110388269,5274483456
2480001,1,56026881,56118729
2480001,2,56026881,56019180
2480196,1,55957826,55966220
2480450,1,252108413,65306795
2480450,2,252108413,2389008502
2480659,2,65484382,338171717
2480661,1,3515094980,3870839619
2480848,1,65469671,434788727
2481396,1,65423398,65577941
2481396,3,65423398,760189998
2481805,2,65561253,3652090817
2482036,1,2280199536,65415228
2482036,2,2280199536,281363769
2482394,1,62483994,62388450
2482887,2,65328898,56070903
2483117,2,65469483,65401373
2483211,2,1701101626,56142345
2483437,1,65441526,65559620
2483437,2,65441526,264929438
2483552,1,62435356,447642826
2483552,2,62435356,62444567
2483552,3,62435356,62444567
2483647,1,57848217,57855577
2483681,1,2389913626,57867271
2483965,1,65433026,65317612
2483965,2,65433026,65424614
2484005,2,65317795,65296327
2484707,1,65496432,283532703
2484707,3,65496432,65670550
2484707,4,65496432,257395936
2484707,5,65496432,65523762
2484878,2,4560982823,5243955958
2484936,2,65310806,53054737
2485351,1,262693285,57816880
2485351,2,262693285,1091753553
2485351,3,262693285,4243708614
2485452,1,318278778,305467757
