SAMPN,PERNO,origin,destination
1466404,2,666065843,65395289
1466613,1,56070865,56018786
1466613,3,56070865,56071418
1466790,1,57830492,430105018
1466790,3,57830492,355703527
1466793,1,414267022,285745586
1466793,4,414267022,57829963
1466793,5,414267022,1172563131
1466926,2,110375282,110421216
1467053,1,65408175,541260261
1467349,1,56060479,56053514
1467600,1,110373720,65303529
1467849,2,346393985,53090142
1467971,1,65425850,667229004
1467971,2,65425850,65447568
1468055,1,270661943,522277389
1468057,2,313274264,257938654
1468270,2,53072969,1316698390
1468270,3,53072969,65403302
1468356,1,65400787,257555438
1468356,2,65400787,257993765
1468748,1,3997200477,65464576
1468818,1,53036418,53035398
1468818,2,53036418,53036418
1468873,2,65393994,258392738
1469171,1,4183749177,65449433
1469244,1,56019151,56006369
1469304,1,436986613,65297593
1469304,2,436986613,65297593
1469451,1,283285933,65590604
1469523,1,1119662299,65528140
1469574,1,625648832,355702238
1469574,2,625648832,5278977347
1469616,2,4451306346,766252282
1469644,2,4447012098,428765474
1469644,3,4447012098,659639998
1469644,4,4447012098,658953134
1469840,1,2583215585,57855526
1469982,2,57861073,53077110
1470082,1,53062051,53116966
1470333,2,3257820991,258965540
1470335,1,1057861160,110436124
1470483,1,110433446,110355854
1470483,3,110433446,110417324
1470527,2,65460559,65540344
1470533,1,435861955,259138401
1470598,2,56101401,56102891
1470991,1,62411578,62416973
1470991,2,62411578,57795732
1471197,2,471573298,62433761
1471283,1,57808634,4749884979
1471283,2,57808634,53055195
1471283,3,57808634,4749884979
1471415,2,56019151,56069704
1471484,3,53128058,4178715084
1471549,2,65312662,65334133
1471549,3,65312662,5270986790
1471960,1,1079893267,917880337
1471960,2,1079893267,2297711462
1472181,1,4375129170,62283775
1472181,2,4375129170,62245820
1472629,1,65633295,65408099
1472629,3,65633295,65432071
1472664,1,5241907569,355701616
1472827,2,5298584200,2607428850
1472873,1,1055324498,110413968
1473017,1,53137681,65363153
1473017,2,53137681,65363153
1473154,1,1665429483,57841707
1473154,3,1665429483,2531992919
1473427,1,65560752,760171332
1473427,2,65560752,5376873548
1473715,1,95323807,240448882
1473715,2,95323807,53020977
1473763,2,1130755459,1511349597
1473832,1,1666819813,4177254255
1473832,2,1666819813,257391140
1473894,1,262105567,300781672
1474001,1,297166830,258757445
1474314,1,65587534,431965433
1474314,2,65587534,431965433
1474620,2,57811342,53099275
1474991,1,65280184,275763326
1475067,1,65518164,4177304597
1475067,2,65518164,3678132192
1475100,2,4350615760,53025466
1475263,1,65316708,65328428
1475590,2,558866612,57889480
1475763,1,62351301,62407530
1475800,2,56020458,55963494
1475834,1,1332083033,4689987197
1475834,2,1332083033,53035009
1475943,1,33155441,2328487015
1475943,2,33155441,2230688685
1476119,1,55969408,56043967
1476119,2,55969408,56019367
1476146,1,57902465,57847968
1476146,2,57902465,62327495
1476164,1,2757814060,110399268
1476164,2,2757814060,4168227703
1476164,3,2757814060,57802426
1476191,1,57913252,62433761
1476596,1,56130978,56023140
1476771,1,261735848,65305819
1476771,2,261735848,462036035
1477286,1,347498912,1723739163
1477286,2,347498912,5351751766
1477673,1,65616276,258160710
1477673,3,65616276,65639816
1477930,2,1119662279,1086747298
1478075,2,263254586,4200114290
1478163,1,4604984790,3218418462
1478419,1,65421144,65616276
1478544,2,56120101,65319911
1478684,1,266435263,1017940123
1479026,1,1861372268,62455592
1479109,1,4993582649,65396629
1479109,2,4993582649,1295295627
1479110,2,338171678,522277390
1479233,1,55957938,62323923
1479351,3,62393250,62483994
1479418,1,53115329,258758040
1479585,1,368392194,65352417
1479757,1,65467680,3614216337
1479757,2,65467680,281149293
1479870,1,662377563,416335443
1479870,2,662377563,65317532
1480008,1,62327442,53087243
1480224,1,297686403,264929438
1480243,2,65408175,241572471
1480367,1,55969782,55961263
1480367,2,55969782,4589509541
1480512,1,55954850,55970572
1480613,1,53022881,65590604
1480613,2,53022881,53069589
1480857,1,110421013,65296214
1480857,2,110421013,110418261
1480895,1,55942090,55952329
1480895,2,55942090,55954188
1481139,1,56080512,56146393
1481201,1,1614214693,65295275
1481289,1,57862191,65319908
1481292,2,53037416,415168390
1481494,1,5241907569,57844757
1481494,2,5241907569,65306795
1481683,1,57858751,57816880
1481822,2,53019433,309570241
1481903,1,57813609,3221384028
1481903,3,57813609,57846312
1482041,1,4878960660,347732561
1482078,2,5376873543,65500363
1482341,1,65327914,65317713
1482858,1,56021782,56080182
1482871,1,110421013,65307368
1482871,2,110421013,65307368
1482939,1,694066085,577281251
1483152,1,65294323,65300402
1483152,2,65294323,65300402
1483194,1,53152069,53088482
1483363,1,65292537,65306793
1483363,2,65292537,65312070
1483417,2,65448190,65403116
1483699,2,293561978,65388468
1483699,3,293561978,1970895527
1483750,1,347483602,260336116
1484218,2,257532290,99537205
1484301,1,266924337,57824626
1484309,1,55995083,294982195
1484385,2,56017148,354852517
1484872,1,56035848,2705187735
1485088,1,65531993,65621686
1485117,2,2666807978,345569782
1485194,1,4621206615,65306810
1485194,2,4621206615,258144978
1485202,2,1068121510,1083723285
1485287,1,225206976,65469491
1485287,2,225206976,272146866
1485287,3,225206976,65469491
1485392,1,286100813,4061806112
1485392,2,286100813,4061806116
1485422,2,65303261,281149293
1485477,1,5355228933,627243528
1485477,2,5355228933,65337375
1485619,1,53055185,53043850
1485621,1,2414911513,258144990
1485813,1,56039171,1587139971
1485957,2,110361285,2221320439
1486078,2,57826282,57827919
1486219,2,65469165,65485899
1486394,1,258911619,258756007
1486415,1,62444567,62441066
1486415,2,62444567,62441066
1486466,1,65439264,522277389
1486845,1,258956662,65295275
1486914,4,430105311,1172559972
1487516,1,65321333,65328360
1487516,2,65321333,1447212647
1487668,2,2910216406,258966395
1487717,1,1614214651,53057864
1487717,2,1614214651,65303914
1487931,1,53047940,65317595
1488044,1,110382064,3036383471
1488044,2,110382064,110355319
1488044,3,110382064,110381065
1488049,1,65297593,65296818
1488049,2,65297593,65320171
1488097,1,3523003958,65494772
1488097,2,3523003958,65470772
1488156,1,3222244795,65303488
1488156,2,3222244795,1804181844
1488313,1,1119662294,4182147573
1488482,2,57860485,57841707
1488884,1,65428891,65470787
1488884,2,65428891,1781788395
1489029,1,57822814,57818935
1489029,2,57822814,57880158
1489098,1,57829201,57790798
1489098,2,57829201,257532281
1489279,2,65314163,65333814
1489338,1,558625145,1704960442
1489338,2,558625145,1993196200
1489528,2,57924256,57784759
1489758,1,65594679,262921586
1489809,1,276546820,65284119
1489836,1,1676005322,52982204
1489864,1,3572560859,1080268604
1489864,2,3572560859,56018811
1489895,2,110433446,110422130
1489988,2,65298376,65315477
1489994,1,57938477,3224264240
1489994,2,57938477,57862634
1490119,2,3710123966,57889480
1490282,1,65317709,53136901
1490297,1,57852792,57785730
1490741,2,4603900452,1723738831
1490801,2,62347171,62441059
1490805,1,62416125,62401075
1490856,1,65464709,53089922
1490856,2,65464709,1273240876
1490856,4,65464709,1273240876
1490945,1,1741155872,3707648834
1490945,2,1741155872,3707648834
1491020,1,259997528,80624276
1491043,1,110401499,110415822
1491043,2,110401499,2807231369
1491094,2,56091959,56023273
1491094,4,56091959,56099039
1491686,1,62442222,57817346
1491718,1,56070691,1447212679
1491726,1,678295796,1271001348
1491726,2,678295796,65530694
1491761,2,62329522,2389189072
1491786,2,56102919,1129692190
1492138,1,53019433,311886570
1492138,2,53019433,2389134462
1492288,2,65374502,1447212679
1492406,1,53026834,365455267
1492549,2,53056374,53027386
1492560,1,260895232,1723739244
1492997,1,1390371621,355701616
1493018,1,53130151,1082968308
1493200,1,56091959,56019367
1493200,2,56091959,56019367
1493291,1,65456764,1723738865
1493291,2,65456764,65466039
1493291,3,65456764,65409292
1493400,2,348470303,303722935
1493481,1,4991666047,57825508
1493481,2,4991666047,348042253
1493487,1,65451054,4915148159
1493570,1,243673129,4009069606
1493570,2,243673129,65317568
1493649,2,1804181905,53082893
1493678,1,57833222,418514677
1493832,2,65427623,258969736
1493837,1,65312677,65303719
1493851,1,300795276,339258728
1493951,2,65464709,62388463
1494055,1,627287148,352924085
1494080,1,2385930086,577478853
1494100,1,323495342,3994962569
1494100,2,323495342,65510924
1494422,2,5042582238,2607428850
1494501,1,354187051,65438648
1494505,2,62412053,110393559
1495050,2,57834915,57913392
1495088,2,53145270,1091823033
1495268,2,65633295,65504530
1495287,2,57814565,2389032928
1495292,1,5241403951,57825508
1495330,1,57904543,2324267590
1495330,2,57904543,420458433
1495342,1,57791514,1215577798
1495342,2,57791514,3840704428
1495515,1,110419418,65364384
1495573,1,3224370996,65308413
1495573,2,3224370996,3810293247
1495605,1,56088816,56064739
1495605,2,56088816,318856422
1495610,1,52991608,53090142
1495610,2,52991608,53116966
1495623,1,1071614816,1588932881
1495689,1,4294455620,248744988
1495689,2,4294455620,65305817
1496092,1,5295253539,5280990208
1496547,1,4355038943,62381914
1496650,1,65481556,65559212
1496650,2,65481556,65559212
1497082,1,314481557,65597270
1497082,2,314481557,65597270
1497202,2,4976665459,57811305
1497206,1,80476119,2389189072
1497206,2,80476119,55964136
1497287,2,65432238,65391828
1497337,1,198447514,65496789
1497457,1,295224575,65325369
1497497,2,4547458493,102222405
1497558,2,57811342,317122247
1497608,1,57904691,441217155
1497726,1,283018946,53059951
1497726,2,283018946,65438372
1497911,1,53118008,2389164241
1498075,1,53103803,53055195
1498075,2,53103803,2327822491
1498587,2,57871956,627243528
1498815,1,65307408,65308413
1498936,1,56108769,56146393
1498957,1,240448890,1723739244
1498963,2,26029880,65411367
1499119,1,53119160,2389189079
1499119,2,53119160,65317030
1499119,3,53119160,3930798936
1499177,2,2480568009,4932498428
1499273,1,65287261,65315466
1499400,1,65337066,65295279
1500091,2,53064333,3523003943
1500091,3,53064333,53074882
1500174,1,30364622,2415110471
1500234,1,257177919,1447212696
1500234,2,257177919,65406863
1500403,1,110388269,4964610585
1500699,1,52994310,33154458
1500731,3,56119202,56068685
1500731,4,56119202,3292802545
1500846,1,57907890,2389189072
1500933,1,65429128,65300097
1500933,2,65429128,4061762656
1500935,1,559389852,2278881210
1501118,2,53062031,3244767454
1501261,1,1829965236,57819108
1501312,1,65419468,54891483
1501312,2,65419468,259247193
1501428,1,272155439,55952066
1501428,2,272155439,55957556
1501428,3,272155439,4589509553
1501514,1,2491784063,1723738893
1501514,2,2491784063,1099202977
1501571,1,3958644063,312713481
1501571,3,3958644063,725431042
1501571,4,3958644063,53089922
1501574,1,53042776,251390554
1501574,2,53042776,1068655670
1501639,1,65459876,65295289
1502103,1,4691559092,57808777
1502103,2,4691559092,57808777
1502285,1,56102919,56024720
1502357,1,29892729,56058042
1502362,1,65343967,1202720464
1502381,2,1076018311,2807230972
1502476,1,53029469,53026628
1502476,2,53029469,694066163
1502500,1,57924256,5371801737
1502557,1,5267027290,53041097
1502557,2,5267027290,3838932813
1502557,3,5267027290,57864906
1502630,1,57867271,53025726
1502630,2,57867271,53103348
1502630,3,57867271,241570427
1502650,1,65645389,65285343
1502686,1,65423728,65444845
1502687,1,3887487945,5008688140
1502687,2,3887487945,522381961
1502707,1,65438980,65462437
1502871,2,110383593,2823082362
1502975,1,411550280,65327403
1503228,1,272149040,5057618957
1503228,2,272149040,5057618957
1503730,2,355702375,57867271
1504148,1,65434787,65467225
1504148,2,65434787,65492504
1504455,1,3667871639,1045419575
1504497,1,57824819,4454452660
1504517,1,1343014222,3958311715
1504522,1,65281752,522276323
1504733,1,57807864,53098022
1504746,1,65422415,53038541
1504746,2,65422415,65312014
1504746,3,65422415,65312014
1504835,3,2749906568,2471571792
1504922,1,5345768457,1016908978
1504922,4,5345768457,1129660876
1504935,1,65441379,1734450138
1504961,1,1261508847,297163806
1504961,2,1261508847,65416063
1505204,2,62404930,62381586
1505204,3,62404930,62283775
1505407,1,62525772,1693988813
1505488,1,65408175,400502785
1505603,1,62386195,62362314
1505630,1,4993143824,5288617943
1505630,2,4993143824,1804181947
1505708,2,4936184160,65426139
1506506,1,826956508,53095708
1506707,1,57897933,1723738865
1506765,1,57794328,355702238
1506765,2,57794328,57912832
1506808,1,53119160,53096204
1506808,2,53119160,53048989
1506933,1,258916761,65288277
1506933,2,258916761,1447264315
1506939,2,303689573,56071418
1507560,1,243673147,57850671
1507560,2,243673147,462036035
1507735,1,56118800,56028588
1507815,1,2587315983,65295420
1507815,2,2587315983,53099283
1507940,2,55997687,56102132
1508070,3,57924256,846478211
1508142,1,65290335,1211585283
1508256,1,2415110390,53077110
1508265,1,53025673,355702238
1508265,2,53025673,5315424513
1508412,1,62206606,62467224
1508414,1,890203015,240448964
1508533,1,26027965,65474201
1508533,2,26027965,4176094019
1508876,1,53118749,1723739244
1508909,1,57818965,241887544
1508909,2,57818965,249069026
1509150,1,239669144,259581500
1509150,2,239669144,74261455
1509183,1,297166613,65391651
1509183,2,297166613,65402837
1509209,2,65512168,386922639
1509422,2,4008988541,65306800
1509452,1,53070546,4689987197
1509452,2,53070546,242578789
1509487,1,65391329,401419782
1509487,2,65391329,281624140
1509653,1,56094703,270661889
1509876,1,55946826,55960346
1509876,2,55946826,55960346
1510042,1,65403117,706921504
1510060,1,57887622,3244767454
1510398,2,57817448,99537205
1510643,1,56081131,65317060
1510643,2,56081131,56034775
1510841,1,65364384,461443503
1510851,2,2886229182,258160710
1510860,1,57893942,554075194
1511324,1,98461043,65303541
1511597,1,3241756609,349352613
1511601,2,3678132188,2310535161
1511761,2,53090670,53025665
1511944,1,57827919,57890140
1511996,1,347498912,5243955958
1511996,2,347498912,469232672
1512643,3,1827192877,57795484
1512746,1,3224370996,2482888517
1512746,3,3224370996,2820169753
1513075,1,258964136,65338019
1513075,2,258964136,1723739266
1513130,2,3939825299,529142061
1513390,1,2705187703,65563855
1513390,2,2705187703,2705187448
1513522,1,53039382,3733890573
1513686,2,65594084,65471283
1513856,1,53061082,3958233971
1513856,2,53061082,1080542446
1513986,1,4919217924,57915954
1513986,2,4919217924,2324267590
1514137,1,57786110,57830546
1514137,2,57786110,57867271
1514219,2,57837244,57819108
1514353,1,32927517,300781672
1514353,2,32927517,1080041771
1514387,1,57928874,5393731517
1514387,2,57928874,686227372
1514486,1,65425774,1700446412
1514486,2,65425774,287825433
1514518,2,721668150,846477954
1514658,1,664833013,65496789
1514658,2,664833013,668462028
1514824,1,65441639,198447514
1514903,2,57926040,53080628
1514967,1,1665429439,110362128
1515108,3,55953447,55958530
1515268,2,2463394112,102222405
1515377,1,368396008,110361285
1515379,1,53035009,3950554201
1515640,1,53118008,4909507305
1515996,1,53024894,53090710
1515996,2,53024894,1723739123
1516152,1,65432250,65432238
1516152,2,65432250,65469671
1516413,1,239587623,267293714
1517016,2,110362128,2804948083
1517050,1,65441278,65281916
1517050,2,65441278,65501665
1517055,2,239715494,53099369
1517073,1,258773620,355149412
1517305,2,65447832,4911065157
1517416,1,57956675,3224391519
1517469,2,295506085,65296327
1517597,1,53091192,53077112
1517823,2,65481441,281149293
1518242,1,65436244,33784159
1518371,1,5149018254,65317544
1518404,1,65495714,759798045
1518644,1,56055238,56024392
1518645,1,110406792,110432520
1518645,2,110406792,2804948083
1518645,3,110406792,110406792
1518677,2,53122886,65431394
1518803,3,56023142,55955722
1519100,1,57836018,53044287
1519100,2,57836018,65283737
1519170,1,56024392,56108769
1519170,2,56024392,55950118
1519189,1,3998115410,1723739241
1519189,2,3998115410,3810293247
1519213,2,65296351,65290211
1519314,1,65435802,258286458
1519314,3,65435802,434789019
1519474,1,2532019677,249059927
1519474,2,2532019677,249059927
1519474,3,2532019677,249059927
1519474,4,2532019677,5379883900
1519474,5,2532019677,65305848
1519528,1,454729396,65395289
1519528,2,454729396,1588932881
1519541,1,53114501,53082893
1519581,1,62464547,62464552
1519587,1,1706630463,419014561
1519587,2,1706630463,419014561
1519634,1,65394482,1712572378
1519639,1,53077197,1747119598
1519735,1,65329125,65327403
1519735,3,65329125,65327403
1519839,1,65425948,65429093
1519923,1,351954073,65303529
1519923,2,351954073,352985091
1519923,4,351954073,3222244787
1520089,2,57887619,240448872
1520089,3,57887619,1804181844
1520149,1,56127953,339258728
1520276,1,53120620,1091823092
1520342,1,65577523,65525709
1520342,2,65577523,310988083
1520347,1,57900497,1172077872
1520347,2,57900497,65373465
1520389,3,53070561,65431414
1520581,2,57792832,53020923
1520682,1,65303495,65329405
1520801,3,65415646,65290211
1521032,1,257883293,312411626
1521032,2,257883293,4176672593
1521110,1,65316708,5283648355
1521128,1,207640137,367131979
1521128,2,207640137,275515667
1521211,2,62184377,62384882
1521211,3,62184377,62347171
1521281,1,53077197,65432100
1521374,1,4626720620,300759006
1521424,1,65403117,257881135
1521453,1,65512384,312121518
1521453,2,65512384,1025295466
1521455,1,57809938,3997939120
1521455,2,57809938,4896625406
1521655,1,55950118,110358878
1521655,2,55950118,56005958
1521787,1,110361285,734770075
1521943,2,1767277409,62211986
1521943,3,1767277409,294982195
1521954,1,53028428,416336376
1522391,2,52991611,110410726
1522524,1,53019168,53055202
1522524,2,53019168,95323807
1522543,1,110417494,260193612
1522543,2,110417494,2804948083
1522757,1,2607429029,2389189079
1522780,1,2564003424,3110365109
1522895,1,1614214651,65473412
1523030,1,248208175,65414026
1523397,1,65423346,65414026
1523484,1,3711234089,65522543
1523796,2,1707875215,4179086026
1523902,1,53141404,53082889
1523963,1,57889082,4061806119
1524172,1,65460294,1983411302
1524476,1,55968714,55960403
1524476,2,55968714,55957943
1524526,1,4878960660,53026964
1524526,2,4878960660,110358878
1524544,1,53073193,65333972
1524835,1,57890140,57872403
1524842,1,65403123,283240836
1524842,2,65403123,65403256
1525172,1,407087343,65559217
1525645,2,57837244,2626564861
1525817,2,65497364,65314202
1526037,1,62434213,55960389
1526058,1,65312877,2480394582
1526380,1,262257164,65363153
1526401,1,4989020258,5060959012
1526456,1,56108749,56118815
1526692,4,65637805,65295361
1526881,1,4547457685,272296807
1527001,2,65445688,57867267
1527042,1,303689580,2018986079
1527042,2,303689580,55957826
1527085,2,62344691,62199148
1527095,1,2607428856,62189169
1527259,1,4863339628,65425948
1527282,1,559389753,564663506
1527282,2,559389753,4913276014
1527456,2,65402877,4915148159
1527848,1,56070691,56145478
1527855,1,110432520,416335443
1527884,1,300750450,65303529
1528022,1,5168659411,1584905319
1528138,1,57805863,4884169339
1528301,1,2903626558,65303732
1528394,2,4974652285,65360287
1528566,3,5049963585,32795925
1529010,1,57871956,1948294899
1529010,4,57871956,57819108
1529066,1,110406792,110355964
1529066,2,110406792,110432555
1529099,1,4953390068,355702238
1529099,2,4953390068,355702238
1529149,1,65456728,433475314
1529149,2,65456728,1201384590
1529221,3,56029750,56021782
1529383,1,4602920850,348166292
1529440,1,2359076562,272156544
1529455,1,352765362,1717347049
1529455,2,352765362,659026661
1529469,1,57846759,57820174
1529469,2,57846759,1967947962
1529653,1,56119680,56070691
1529653,2,56119680,56089422
1529807,1,258756003,1172559972
1529807,2,258756003,300781672
1530072,1,53087419,65300043
1530214,2,2567291450,53024489
1530228,1,56019367,55954873
1530228,2,56019367,55986654
1530254,1,262078981,65295275
1530538,2,1280830635,56069704
1530844,1,65427884,415168390
1531072,1,4170322533,527701231
1531094,2,3949402816,53040671
1531119,1,350371609,1295295627
1531119,2,350371609,2427287768
1531119,3,350371609,74261455
1531324,1,65310823,295083366
1531448,2,65324344,315412306
1531455,1,456362725,65485587
1531455,2,456362725,282813360
1531494,1,1804826043,55956541
1531592,1,4182058556,65317030
1531592,2,4182058556,65437147
1531620,1,56115271,56019180
1531758,1,240513200,57848217
1531758,2,240513200,57802702
1531759,1,345925695,56150152
1531759,2,345925695,57824626
1531759,3,345925695,54891461
1531759,4,345925695,56120101
1531869,2,3228808235,65515341
1532048,1,1106954986,1081079565
1532048,2,1106954986,5376621501
1532275,3,1919054386,1106915415
1532314,2,2607428856,65352417
1532555,1,65421431,1350366884
1532601,2,56131738,349909681
1532665,1,53089116,65295281
1533430,1,660020988,1079474799
1533430,2,660020988,2507478292
1533517,1,4182184283,1106915415
1533517,2,4182184283,65303529
1533712,1,53047258,32917815
1534265,1,1014244233,65340079
1534265,3,1014244233,259138401
1534533,1,53121621,1091823092
1534533,2,53121621,237133573
1534913,1,52982439,1588932881
1534913,2,52982439,301503404
1535130,1,256538344,1316803298
1535130,2,256538344,53044283
1535360,1,5371815520,110416941
1535360,3,5371815520,52993616
1535442,1,659017363,33466459
1535442,2,659017363,766206970
1536335,1,658951924,311685515
1536554,1,1936247376,2389008475
1536972,1,3796155103,5243955958
1536977,1,53068154,65333972
1537237,1,2389216066,65317532
1537445,1,53096046,53087248
1537473,1,53099316,462036035
1537473,2,53099316,65373362
1537487,1,53047928,65363153
1537548,1,53092580,53133390
1537625,1,2120088315,53024492
1537664,1,713922900,241579053
1537683,1,53048989,237134303
1537683,2,53048989,65303533
1537690,1,52995459,53080628
1537690,2,52995459,2389032928
1537722,2,678295796,65339089
1537761,1,53093510,110371581
1537808,1,53093510,615115440
1537909,1,53077127,2389164241
1538082,2,217595718,667522227
1538326,2,53050599,53064347
1538367,1,240404664,2327822491
1538367,2,240404664,259581500
1538437,1,370473679,65327923
1538437,2,370473679,1271001348
1538602,1,53126442,65363153
1538602,2,53126442,462275296
1538662,1,1688870714,358391108
1538662,2,1688870714,1201384590
1538800,1,53149317,53090142
1538800,2,53149317,317122247
1538822,1,53115329,65317542
1538822,2,53115329,434789421
1542055,1,5351807009,2327722631
1543447,1,4604743617,65317532
1543515,1,4226095470,1723738990
1543526,2,4386686442,53090142
1543814,1,57809640,2327822491
1543814,2,57809640,275515667
1543823,1,262120798,4018042438
1543833,1,57924648,53020923
1543833,2,57924648,53020923
1543845,1,2757814060,53082889
1543845,2,2757814060,65391664
1543946,1,57808634,65338206
1543996,1,57907890,65628969
1544286,1,1665429483,4749884979
1544286,3,1665429483,1685260148
1545052,1,4243708622,57818946
1545052,2,4243708622,57872982
1545052,3,4243708622,53138134
1545150,1,57822807,258758545
1545150,2,57822807,57849255
1545184,1,57898460,577629966
1545347,1,57834915,1990630265
1545347,2,57834915,62510659
1546411,1,2389106377,2177741149
1546411,2,2389106377,577629966
1546728,1,57816035,57931235
1547518,1,57818987,353275679
1547598,1,57813746,276549441
1547616,1,57834915,2193608471
1547889,1,262789972,57922742
1547889,2,262789972,1723738893
1548042,1,57824346,53099275
1548042,2,57824346,53058104
1600413,1,272149006,1271001343
1600472,2,110367613,110370188
1600725,1,2868546186,5228064062
1600763,1,2868546185,110448090
1600947,1,368392194,110382320
1601059,1,110406792,257876432
1601059,2,110406792,110413962
1601103,1,4886228082,55955702
1601103,2,4886228082,55955702
1601161,1,110395313,240448872
1601407,2,110420616,110413962
1601894,1,1273240811,1148372833
1604872,1,55946253,1367622170
1604947,1,55946253,55960585
1604947,2,55946253,80476119
1634275,1,65325371,3998076162
1634500,1,65317709,65303506
1634504,1,65308413,65350747
1634626,1,259394878,298940483
1634647,1,65317339,5278648548
1634651,2,65313442,258467576
1634709,1,65337406,65303500
1634937,1,295191216,2160562743
1635420,1,260494513,4186794510
1635428,1,65317406,65307356
1635428,2,65317406,65295278
1635437,1,65296346,1723738831
1635437,2,65296346,259458272
1635458,1,263991066,890045127
1635486,1,65296346,65317713
1635851,1,65324344,65284600
1635912,1,65351550,4774567916
1636178,1,65295485,260193609
1636178,2,65295485,65308283
1636280,1,65288353,65288353
1636314,2,5292678244,260193609
1636416,1,65288277,3608593613
1636668,1,65363410,1674476329
1636670,1,65295450,1723739149
1636733,1,5292678244,65295279
1636867,1,2899908787,65306793
1636880,1,65296794,53146022
1636880,2,65296794,65327403
1636883,1,65296818,65317030
1641169,2,65497027,4911065157
1641323,1,65459876,65284619
1641323,3,65459876,65400155
1641419,1,318793256,315412306
1641927,1,65414482,262256894
1641927,2,65414482,65296794
1642037,1,65467237,498680935
1642168,1,256892784,1781788395
1642168,2,256892784,262921586
1642464,1,65436551,65393981
1642564,1,91032393,91032393
1642852,1,65409276,519532932
1642919,2,65448660,338840968
1643075,1,65517624,110414857
1643122,1,262079243,65358535
1643231,1,529897415,65306789
1643231,2,529897415,1723738865
1643997,1,239572930,1071375159
1644171,1,65456748,1711296815
1644229,1,65443899,65489223
1644305,1,559389852,65305832
1644379,1,65367771,65494775
1644379,2,65367771,65395289
1644441,1,65482133,65547563
1644543,1,413802373,2389164241
1646072,1,65446028,4915148159
1646072,2,65446028,65322266
1646153,1,760594338,3096337771
1646153,2,760594338,3995343769
1646324,1,65515011,65300085
1646393,1,3142640230,338840749
1646548,1,65424483,65671205
1646548,2,65424483,65461650
1646661,1,65511477,53098272
1646661,2,65511477,65303488
1646896,1,2944699809,313113384
1647261,1,1105654988,316559201
1647737,1,65466068,246437952
1647737,2,65466068,343602000
1648152,1,2429894528,65494772
1648378,1,655614106,615115406
1648378,2,655614106,4176094036
1648486,1,65475688,65414026
1648715,1,65510919,3995343769
1649183,1,4549835400,1723738829
1649792,1,343888477,1071749777
1652411,1,62433088,65350747
1652641,2,62465077,4967499780
1652659,1,62422786,1693988813
1653423,2,62435356,476524461
1653501,1,62459752,4749884979
1653501,2,62459752,1357372920
1654187,1,56117255,110413941
1654187,2,56117255,4552120946
1654378,1,56096746,3292802465
1654378,2,56096746,4169996290
1654378,3,56096746,300788728
1654636,1,56084783,56150126
1654656,1,354834803,354852517
1654968,1,3292802465,56087142
1655245,1,56097890,1080268604
1655245,2,56097890,4926010347
1655278,1,56138378,56046736
1655302,1,56087800,56072199
1669650,2,666571224,57886374
1674951,2,57903394,65329405
1674957,2,259997530,1083990593
1675088,1,355640714,65305817
1675112,3,297167845,355701616
1675112,4,297167845,65422401
1675177,1,65512058,541331279
1675337,1,2565726625,257532281
1675367,2,249957869,2304626340
1675367,3,249957869,65570673
1675405,1,283240773,65403117
1675494,1,110433446,29892673
1675595,1,3196064546,667232550
1675642,1,65608263,272273326
1675642,2,65608263,65537490
1675642,3,65608263,65501836
1675642,4,65608263,2471571792
1675702,1,65427963,420994162
1675810,1,262083063,65334510
1675891,1,53050183,2389164241
1675891,2,53050183,2389164241
1676022,2,65457732,1071749777
1676175,1,65474984,65424614
1676175,2,65474984,65466451
1676449,1,110383584,267456161
1676609,1,345571093,249059927
1676609,2,345571093,249059927
1676640,1,969617735,65424250
1676760,1,2531992781,417235703
1676881,2,243673105,240448872
1677101,1,5225640576,65461988
1677101,2,5225640576,65461988
1677138,1,1081079911,272285038
1677138,3,1081079911,3974518107
1677138,4,1081079911,3974518107
1677168,1,1105792616,3385161401
1677168,2,1105792616,2057287631
1677325,1,53099253,53018697
1677373,1,2800407441,56071418
1677381,2,3196066591,5358012848
1677424,3,65469805,65502869
1677469,2,65434178,65425050
1677603,1,62465299,57805523
1677603,2,62465299,57909943
1677603,3,62465299,2389134462
1677683,1,65495774,65457738
1677683,2,65495774,65513990
1677825,1,662761996,65495774
1677825,2,662761996,65495774
1678120,1,62431827,240448960
1678120,2,62431827,62386195
1678146,1,53056317,53116966
1678391,1,3292802538,354838512
1678391,2,3292802538,56102911
1678391,3,3292802538,56145478
1678548,1,65413795,437162054
1678628,1,56033376,56152135
1678831,1,267456161,1578907668
1679131,1,281624140,2315516959
1679249,1,65322168,4069129336
1679249,3,65322168,258964133
1679251,1,287230485,65492976
1679352,1,4018939473,65368652
1679624,1,53019152,53116966
1679624,2,53019152,53029721
1679732,2,65294547,65290291
1679760,1,239494377,1350366884
1679914,1,65339258,65325032
1680336,1,65307408,65319964
1680468,1,57822814,62428358
1680696,1,65337066,1271001348
1680751,1,4602921410,53020923
1681030,2,65310823,3810293247
1681046,1,110407631,110406792
1681046,2,110407631,2804948083
1681108,1,53062518,239482340
1681108,2,53062518,1624755431
1681330,2,65433364,4169958757
1681397,2,53081014,5042859967
1681459,1,3969166095,1935652963
1681459,2,3969166095,5307630153
1681509,2,65319958,65296310
1681843,1,2565919540,65479753
1682221,1,53096046,258757618
